iter	RMSE
486	3.909224248
487	3.906540276
488	3.904340352
489	3.904160589
490	3.901211558
491	3.900493523
492	3.900308349
493	3.897728399
494	3.895769406
495	3.8935875
496	3.889386835
497	3.88868137
498	3.883969715
499	3.880538835
500	3.879018718
501	3.877551443
502	3.875146306
503	3.872112623
504	3.869752467
505	3.86455341
506	3.862802636
507	3.861484374
508	3.858436208
509	3.85543944
510	3.855232993
511	3.854432352
512	3.852948132
513	3.848882715
514	3.846755988
515	3.844299378
516	3.844158048
517	3.842474293
518	3.83927176
519	3.834855528
520	3.833665742
521	3.831723566
522	3.828366511
523	3.826145321
524	3.823546295
525	3.822161524
526	3.82128397
527	3.818691759
528	3.816716334
529	3.812572372
530	3.811874812
531	3.811647149
532	3.810225555
533	3.806790774
534	3.804041061
535	3.801759072
536	3.799190572
537	3.797830061
538	3.797410201
539	3.79574522
540	3.793446469
541	3.790954295
542	3.788255106
543	3.785796534
544	3.782927322
545	3.781832577
546	3.781201485
547	3.778211244
548	3.776353575
549	3.771906578
550	3.769059569
551	3.76767701
552	3.763876062
553	3.761971229
554	3.760977358
555	3.759527493
556	3.756549559
557	3.754859694
558	3.752558047
559	3.751245451
560	3.749275791
561	3.747965857
562	3.747838844
563	3.746920057
564	3.745444036
565	3.741684796
566	3.739573812
567	3.738094977
568	3.735681083
569	3.733113302
570	3.730217192
571	3.72733591
572	3.725163632
573	3.723995418
574	3.722441539
575	3.721532909
576	3.721205529
577	3.717408303
578	3.713907095
579	3.712504286
580	3.711311087
581	3.708833416
582	3.707771139
583	3.706833415
584	3.706705693
585	3.705982162
586	3.703394185
587	3.699586598
588	3.697988218
589	3.696031995
590	3.6953646
591	3.694045327
592	3.693243901
593	3.691607205
594	3.689930619
595	3.688310296
596	3.68818768
597	3.687742029
598	3.685138385
599	3.682647719
600	3.681874659
601	3.680776472
602	3.678465902
603	3.676695042
604	3.672808188
605	3.669243957
606	3.667736697
607	3.666628622
608	3.666421579
609	3.665168958
610	3.664287202
611	3.661709723
612	3.658177422
613	3.655741271
614	3.650668677
615	3.649192641
616	3.647412328
617	3.64433181
618	3.642691325
619	3.639472868
620	3.637863626
621	3.635233721
622	3.631946778
623	3.628572423
624	3.627344525
625	3.626095385
626	3.62489485
627	3.622016542
628	3.620879151
629	3.618825567
630	3.615470855
631	3.613021178
632	3.609141432
633	3.608485381
634	3.607326756
635	3.605895599
636	3.602496471
637	3.600401532
638	3.595646173
639	3.595121637
640	3.59233972
641	3.589035869
642	3.588920625
643	3.588278456
644	3.586736094
645	3.586105571
646	3.585975134
647	3.582933452
648	3.580846611
649	3.577755565
650	3.577191306
651	3.575913231
652	3.575234077
653	3.574179879
654	3.572610162
655	3.570163192
656	3.569458238
657	3.568583564
658	3.567492723
659	3.566050532
660	3.564769968
661	3.563466111
662	3.561300746
663	3.560229163
664	3.558791901
665	3.55812943
666	3.556857276
667	3.554076952
668	3.553320518
669	3.552522408
670	3.551579529
671	3.550108239
672	3.548472995
673	3.546433268
674	3.542372458
675	3.541234361
676	3.538909194
677	3.538576597
678	3.534924333
679	3.532188233
680	3.530432898
681	3.529944468
682	3.526410731
683	3.525820282
684	3.52455656
685	3.5237137
686	3.520670624
687	3.518693091
688	3.517613928
689	3.515816605
690	3.513658443
691	3.513095477
692	3.512698492
693	3.509545527
694	3.507905669
695	3.505526472
696	3.505321932
697	3.503647821
698	3.501996699
699	3.499684084
700	3.498363065
701	3.497136298
702	3.493535288
703	3.491976991
704	3.489478534
705	3.489302771
706	3.487167851
707	3.485545514
708	3.485140783
709	3.479504579
710	3.478905868
711	3.476863169
712	3.475062526
713	3.474768221
714	3.474164912
715	3.472562453
716	3.472407677
717	3.471364371
718	3.465737196
719	3.464877017
720	3.462690884
721	3.460489362
722	3.45836194
723	3.458270477
724	3.455261884
725	3.454529608
726	3.452035317
727	3.45170537
728	3.451544496
729	3.448675712
730	3.447547888
731	3.446409314
732	3.443715817
733	3.440671351
734	3.440150593
735	3.438522646
736	3.43793214
737	3.435969488
738	3.434893131
739	3.434272634
740	3.433393103
741	3.431776576
742	3.429651035
743	3.425710746
744	3.424690138
745	3.42393223
746	3.421291817
747	3.420499387
748	3.418951276
749	3.41807984
750	3.416014939
751	3.41368133
752	3.412452863
753	3.411092407
754	3.409120896
755	3.40718688
756	3.402537537
757	3.401989372
758	3.396821023
759	3.394197126
760	3.393989506
761	3.39369667
762	3.392012079
763	3.390829137
764	3.390763239
765	3.390156004
766	3.388008846
767	3.385066034
768	3.383642456
769	3.381286774
770	3.377049304
771	3.375741395
772	3.375338014
773	3.374207504
774	3.373085542
775	3.373006984
776	3.370218148
777	3.369824285
778	3.367755373
779	3.366561625
780	3.365631451
781	3.363792755
782	3.363209099
783	3.36284142
784	3.360797694
785	3.359219951
786	3.358404059
787	3.356673429
788	3.351625465
789	3.349605384
790	3.347450877
791	3.346065451
792	3.344827396
793	3.342174631
794	3.341757868
795	3.340465767
796	3.33922883
797	3.336867865
798	3.33594605
799	3.335100161
800	3.331809237
801	3.329674945
802	3.327053235
803	3.324755003
804	3.322971488
805	3.322415277
806	3.320985257
807	3.320230337
808	3.318224385
809	3.317118974
810	3.316307085
811	3.314939144
812	3.313984006
813	3.313482091
814	3.312369146
815	3.311514267
816	3.310806563
817	3.309821022
818	3.308951046
819	3.305923738
820	3.305152051
821	3.303941698
822	3.300851546
823	3.30050111
824	3.300134883
825	3.298815987
826	3.297884238
827	3.296366782
828	3.294999729
829	3.292911447
830	3.291125281
831	3.288663785
832	3.288149791
833	3.286652284
834	3.285830069
835	3.285047491
836	3.283593167
837	3.281475013
838	3.279605841
839	3.278931356
840	3.27774817
841	3.277392694
842	3.276332304
843	3.272983933
844	3.272437105
845	3.270879167
846	3.267624208
847	3.26516565
848	3.263341094
849	3.261859495
850	3.261756056
851	3.260457038
852	3.259720278
853	3.259568487
854	3.257054743
855	3.256547023
856	3.253791646
857	3.25303017
858	3.250435496
859	3.250067819
860	3.249136761
861	3.248179095
862	3.246073105
863	3.24493472
864	3.243571562
865	3.2407669
866	3.239443746
867	3.238957251
868	3.237015704
869	3.234914477
870	3.233440406
871	3.233100803
872	3.232588647
873	3.230005252
874	3.229033084
875	3.227624318
876	3.226387872
877	3.224974625
878	3.224110933
879	3.223745569
880	3.222966826
881	3.221839691
882	3.218893537
883	3.215512209
884	3.214877412
885	3.213783292
886	3.210789124
887	3.209333159
888	3.208206609
889	3.206048704
890	3.20357274
891	3.202604474
892	3.200664118
893	3.200003298
894	3.199278252
895	3.198493121
896	3.195669126
897	3.194687414
898	3.192054379
899	3.190505204
900	3.185985085
901	3.185493658
902	3.183927096
903	3.183806548
904	3.182081714
905	3.181074329
906	3.179988424
907	3.179512683
908	3.17735964
909	3.175914049
910	3.17559525
911	3.175542632
912	3.174735175
913	3.174569162
914	3.1737331
915	3.173285053
916	3.172558675
917	3.170594007
918	3.168215909
919	3.166043589
920	3.164095448
921	3.16304489
922	3.160903591
923	3.159011726
924	3.157976638
925	3.156146643
926	3.155089088
927	3.154838695
928	3.153483887
929	3.152793132
930	3.150027726
931	3.148882645
932	3.148144141
933	3.147016423
934	3.14527271
935	3.141712179
936	3.141026964
937	3.139959416
938	3.138640424
939	3.138025376
940	3.137245938
941	3.135610648
942	3.13184103
943	3.130118501
944	3.129114777
945	3.12875004
946	3.126203508
947	3.125326889
948	3.124281493
949	3.124233862
950	3.123788297
951	3.120938749
952	3.120441544
953	3.119185381
954	3.117759664
955	3.11537257
956	3.11430226
957	3.113259863
958	3.113170667
959	3.112819129
960	3.110134953
961	3.109275677
962	3.106329668
963	3.105409521
964	3.105161587
965	3.102752933
966	3.10110814
967	3.097390183
968	3.095749735
969	3.093548722
970	3.091206021
971	3.090692231
972	3.090098785
973	3.089718383
974	3.089406869
975	3.088910638
976	3.088379723
977	3.08833748
978	3.088243752
979	3.08656419
980	3.08632295
981	3.085531963
982	3.084923098
983	3.083185361
984	3.082490177
985	3.081673657
986	3.078912553
987	3.07828185
988	3.077552422
989	3.076918164
990	3.075953867
991	3.073448102
992	3.072589314
993	3.071778406
994	3.070931353
995	3.070892737
996	3.070062125
997	3.069164836
998	3.06766435
999	3.066440875
